frecuencia_planificacion_tareas,frecuencia_dividir_tareas,frecuencia_autonomia_sin_presion,frecuencia_concentracion_estudio,frecuencia_evitar_tareas_dificiles,frecuencia_revisar_celular_estudio,frecuencia_interferencia_redes,frecuencia_dejar_ultimo_momento,label_planificacion,binary_concentracion
-0.06495698024616327,0.3015113445777638,1.1763433953500926,1.128665295966201,-0.2679740454237527,0.08342995172327262,-0.9571992303027343,-1.188650988452611,2,1
-0.9743547036924466,0.3015113445777638,-1.1395826642454023,-1.2415318255628207,-0.2679740454237527,0.08342995172327262,0.19143984606054668,-0.28095386999788974,1,0
0.8444407432001201,1.2060453783110547,1.1763433953500926,-0.05643326479830984,-0.2679740454237527,0.08342995172327262,0.19143984606054668,-0.28095386999788974,3,0
-0.9743547036924466,-1.507556722888818,0.4043680421515943,-1.2415318255628207,0.7551995825578487,0.08342995172327262,0.19143984606054668,-0.28095386999788974,1,0
1.7538384666464035,1.2060453783110547,1.1763433953500926,-0.05643326479830984,-0.2679740454237527,-1.084589372402541,0.19143984606054668,-1.188650988452611,4,0
-0.06495698024616327,1.2060453783110547,-0.367607311046904,2.313763856730712,-1.2911476734053542,-2.2526086965283545,-0.9571992303027343,-0.28095386999788974,2,1
0.8444407432001201,1.2060453783110547,1.1763433953500926,1.128665295966201,-0.2679740454237527,-1.084589372402541,-2.1058383066660156,-0.28095386999788974,3,1
1.7538384666464035,1.2060453783110547,-0.367607311046904,-0.05643326479830984,0.7551995825578487,0.08342995172327262,0.19143984606054668,-1.188650988452611,4,0
-0.9743547036924466,-0.6030226891555271,-1.1395826642454023,-0.05643326479830984,0.7551995825578487,1.2514492758490863,0.19143984606054668,0.6267432484568316,1,0
0.8444407432001201,1.2060453783110547,-1.1395826642454023,-0.05643326479830984,-1.2911476734053542,0.08342995172327262,0.19143984606054668,-0.28095386999788974,3,0
-0.9743547036924466,-0.6030226891555271,-1.1395826642454023,-2.4266303863273313,0.7551995825578487,1.2514492758490863,1.3400789224238276,1.534440366911553,1,0
-1.88375242713873,-0.6030226891555271,0.4043680421515943,1.128665295966201,0.7551995825578487,0.08342995172327262,-2.1058383066660156,0.6267432484568316,0,1
0.8444407432001201,-0.6030226891555271,1.1763433953500926,-0.05643326479830984,0.7551995825578487,1.2514492758490863,1.3400789224238276,-1.188650988452611,3,0
0.8444407432001201,0.3015113445777638,1.1763433953500926,1.128665295966201,-0.2679740454237527,-1.084589372402541,0.19143984606054668,-1.188650988452611,3,1
-0.9743547036924466,0.3015113445777638,-0.367607311046904,-1.2415318255628207,-0.2679740454237527,0.08342995172327262,0.19143984606054668,-0.28095386999788974,1,0
-0.06495698024616327,0.3015113445777638,0.4043680421515943,1.128665295966201,-0.2679740454237527,-1.084589372402541,-0.9571992303027343,-1.188650988452611,2,1
-0.06495698024616327,1.2060453783110547,0.4043680421515943,1.128665295966201,-0.2679740454237527,0.08342995172327262,-0.9571992303027343,-0.28095386999788974,2,1
-0.06495698024616327,-1.507556722888818,0.4043680421515943,1.128665295966201,0.7551995825578487,1.2514492758490863,0.19143984606054668,-0.28095386999788974,2,1
-0.06495698024616327,0.3015113445777638,1.1763433953500926,-0.05643326479830984,0.7551995825578487,0.08342995172327262,0.19143984606054668,1.534440366911553,2,0
-0.06495698024616327,0.3015113445777638,-1.1395826642454023,-1.2415318255628207,-0.2679740454237527,-1.084589372402541,0.19143984606054668,0.6267432484568316,2,0
1.7538384666464035,1.2060453783110547,1.1763433953500926,1.128665295966201,-1.2911476734053542,1.2514492758490863,-0.9571992303027343,-1.188650988452611,4,1
-0.06495698024616327,0.3015113445777638,0.4043680421515943,-0.05643326479830984,-1.2911476734053542,0.08342995172327262,0.19143984606054668,-0.28095386999788974,2,0
-0.06495698024616327,1.2060453783110547,0.4043680421515943,-0.05643326479830984,0.7551995825578487,1.2514492758490863,0.19143984606054668,1.534440366911553,2,0
-0.9743547036924466,-1.507556722888818,0.4043680421515943,-1.2415318255628207,1.77837321053945,1.2514492758490863,1.3400789224238276,1.534440366911553,1,0
1.7538384666464035,-0.6030226891555271,1.1763433953500926,-0.05643326479830984,0.7551995825578487,-1.084589372402541,0.19143984606054668,-1.188650988452611,4,0
-1.88375242713873,-1.507556722888818,-1.9115580174439004,-1.2415318255628207,1.77837321053945,-1.084589372402541,1.3400789224238276,1.534440366911553,0,0
0.8444407432001201,-0.6030226891555271,0.4043680421515943,-0.05643326479830984,-0.2679740454237527,0.08342995172327262,-0.9571992303027343,-0.28095386999788974,3,0
-0.06495698024616327,-0.6030226891555271,-1.1395826642454023,-0.05643326479830984,0.7551995825578487,0.08342995172327262,-0.9571992303027343,0.6267432484568316,2,0
-0.9743547036924466,-0.6030226891555271,0.4043680421515943,-0.05643326479830984,-2.3143213013869555,0.08342995172327262,0.19143984606054668,0.6267432484568316,1,0
-0.9743547036924466,-0.6030226891555271,0.4043680421515943,-1.2415318255628207,-2.3143213013869555,0.08342995172327262,0.19143984606054668,-0.28095386999788974,1,0
-0.06495698024616327,-0.6030226891555271,-0.367607311046904,-1.2415318255628207,0.7551995825578487,0.08342995172327262,0.19143984606054668,1.534440366911553,2,0
-0.9743547036924466,-0.6030226891555271,0.4043680421515943,-0.05643326479830984,0.7551995825578487,0.08342995172327262,0.19143984606054668,-0.28095386999788974,1,0
-0.06495698024616327,-1.507556722888818,-1.9115580174439004,-0.05643326479830984,-1.2911476734053542,1.2514492758490863,0.19143984606054668,-0.28095386999788974,2,0
-0.06495698024616327,-1.507556722888818,-1.9115580174439004,1.128665295966201,1.77837321053945,1.2514492758490863,1.3400789224238276,1.534440366911553,2,1
1.7538384666464035,0.3015113445777638,1.1763433953500926,1.128665295966201,-1.2911476734053542,-1.084589372402541,-0.9571992303027343,-1.188650988452611,4,1
-0.06495698024616327,0.3015113445777638,0.4043680421515943,1.128665295966201,0.7551995825578487,0.08342995172327262,0.19143984606054668,0.6267432484568316,2,1
0.8444407432001201,-0.6030226891555271,-0.367607311046904,-0.05643326479830984,-0.2679740454237527,0.08342995172327262,0.19143984606054668,0.6267432484568316,3,0
-0.06495698024616327,1.2060453783110547,-1.9115580174439004,1.128665295966201,-0.2679740454237527,-3.4206280206541684,-3.2544773830292963,-2.096348106907332,2,1
-0.9743547036924466,1.2060453783110547,-0.367607311046904,-1.2415318255628207,0.7551995825578487,0.08342995172327262,0.19143984606054668,0.6267432484568316,1,0
-0.9743547036924466,-1.507556722888818,-0.367607311046904,-0.05643326479830984,0.7551995825578487,0.08342995172327262,1.3400789224238276,0.6267432484568316,1,0
1.7538384666464035,2.1105794120443457,1.1763433953500926,-0.05643326479830984,-0.2679740454237527,0.08342995172327262,1.3400789224238276,-1.188650988452611,4,0
-0.9743547036924466,-0.6030226891555271,-1.1395826642454023,-1.2415318255628207,-1.2911476734053542,1.2514492758490863,1.3400789224238276,1.534440366911553,1,0
